PR,Requisition Date,RFQ ID,RFQ Date,PO,PO Date,Fund Code,Project Name,Project ID,Requested BY,Buyer Name,Description,Qty,Unit of Measurment,Currency,Amount,Vendor Name,Invoice Number,System GRN Number,GRN Number,Doc. Received Date,Voucher ID,Cheque Number,Net Pay to Vendor,On hand status,Progress,location
6080,31/07/2019,,31/07/2019,5614,31/07/2019,US17Y,Emergency,CRSXET0006,Hirut M,MMENGISTU,EMU Commudity Transpo. EHFO,326.67,,ETB,268107,FIKADU ABEBE LOCAL LEVEL4 DRY FRIGHT PRI,,,,0000-00-00,,,0,"Under PO signing/Under service delivery/Waiting for payment request/Document communicated to Finance on September 10, 2019",Completed,Finance
5854,11/04/2019,,11/04/2019,5428,25/04/2019,US1T0,Admin,USLMET0023,Liya Nigussie,DGETACHEW,"1. Meeting Table ; Color: White, Size: 3 m(H) x 1.2 m(W) x 75 cm 2. Meeting Chairs with wheels; Color : Black",0,,ETB,72152,TECHNOSTYLE FURNITURE CENTER PLC,,,,0000-00-00,,,0,"1.Under performa collection/ 2. Awarded 25/4/19 and PO issued to vendor and waiting delivery on may 27, 2019/ 3. Item delivered on 30/5/19 but the table is not as per request, Vendor is informed to change the table./Table changed but under discussion with vendor about the remaining one chair missed part./Vendor called and promised to fix the remaining chair/Waiting delivery of the remaining part 24/7/19/Vendor didn't send the item / Reminder call made to vendor and waiting delivery/ 4. Waiting delivery 8/8/19./5.Document forwarded to finance on 20/8/19",Completed,Finance
6080,01/01/1970,,01/01/1970,5615,31/07/2019,US17Y,Emergency,CRSXET0006,Hirut M,MMENGISTU,EMU Commudity Transpo. EHFO,238.38,,ETB,212385,BABILE DOMESTIC LEVEL 2-B FREIGHT TRANS-,,,,0000-00-00,,,0,"Under PO signing/Under service delivery/Waiting for PR amendment approval on August 23, 2019/Document communicated to Finance on August 28, 2019",Completed,Finance
6080,01/01/1970,,01/01/1970,5616,31/07/2019,US17Y,Emergency,CRSXET0007,Hirut M,MMENGISTU,EMU Commudity Transpo. EHFO,221.77,,ETB,115220,AWEL ANSHA,,,,0000-00-00,,,0,"Under PO signing/Under service delivery/ Waiting for PR amendment approval on August 23, 2019/Document communicated to Finance on August 28, 2019",Completed,Finance
5878,22/04/2019,,22/04/2019,5475,21/05/2019,US1T0,GRAD2,USLMET0023,Siele Wondiyfraw,DGETACHEW,- Translation of the PACE Modules into Gediofa languages and formatting of the translated document based on the original and contextualize the 36 images on the modules to Gedio culture. - Translation of the PACE Modules into Sidamigna languages and formatting of the translated document based on the original.,297,,ETB,356996.49,PROBEER EDITING AND TRANSLATION SERVICE,,,,0000-00-00,,,0,"1. Advertisement posted on www.ethiojobs.net with a closing date is May 3, 2019/ 2. Performa opened and under technical inspection 8/5/19/ 3. technical result received and financial doc opened on 17/5/19/ 4. Contract signed 24/5/19There is additional 48 pages vendor is communicated to go ahead with the translation/Vendor reminded to submit the document but vendor requestor agreed to add some more days for editing./ 5. All document received and under review by requesting unit 19/7/19/ payment request received and waiting for PO approval 21/8/19/ 6. Document forwarded to finance 29/8/19",Completed,Finance
6080,01/01/1970,,01/01/1970,5622,31/07/2019,US17Y,Emergency,CRSXET0006,Hirut M,MMENGISTU,EMU Commudity Transpo. EHFO,76.28,,ETB,67126,BIRHAN CROSS BORDER LEVEL-2 FREIGHT TRAN,,5565,7230,0000-00-00,,,0,"Under PO signing/Under service delivery/ Waiting for PR amendment approval on August 23, 2019/Waiting for revised payment request from vendor side/Document communicated to Finance on Sep 2, 2019",Completed,Finance
6080,31/07/2019,,31/07/2019,5618,31/07/2019,US17Y,Emergency,CRSXET0006,Hirut M,MMENGISTU,EMU Commudity Transpo. EHFO,221.98,,ETB,86389,TENAGNWORK TRANSPORT,,,,0000-00-00,,,0,"Under PO signing/Under service delivery/Waiting for payment request/Document communicated to Finance on September 9, 2019",Completed,Finance
6081,31/07/2019,,31/07/2019,5612,31/07/2019,US17Y,Emergency,CRSXET0006,Hirut M,MMENGISTU,EMU Commudity Transpo. WHFO,1091.46,,ETB,493660,BIRHAN CROSS BORDER LEVEL-2 FREIGHT TRAN,,,,0000-00-00,,,0,"Under PO signing/Under service delivery/Waiting for payment request/Document communicated to Finance on October 2, 2019",Completed,Finance
6081,31/07/2019,,31/07/2019,5613,31/07/2019,US17Y,Emergency,CRSXET0006,Hirut M,MMENGISTU,EMU Commudity Transpo. WHFO,260.29,,ETB,126093,TENAGNWORK TRANSPORT,Tena/080/2019,,,0000-00-00,,,0,"Under PO signing/Under service delivery/Waiting for payment request/Document communicated to Finance on October 11, 2019",Ongoing,procurement
0037/AT569/2019,15/08/2019,,15/08/2019,0033/AT569/2019,17/06/2019,AT569,NEKI,CAUTET0022,Abigel Abrham,DGETACHEW,Learning for change Final Audit,1,,ETB,57500,TAY AND COMPANY PRIVATE LIMITED COMPANY,,,,0000-00-00,,,0,1. Contract signed on 17/6/19/ 2. Draft work received from vendor and sent to CARE Austria for review./ 3.Reminder sent to requestor unit but the report is under review by CARE Austria/4. Payment request received and waiting for vendor to provide documents to change their name on the system/ 5. Document forwarded to finance 28/8/19,Completed,Finance
6204,06/05/2019,Advertised on Reporter,06/05/2019,5774,04/10/2019,US1T0,GRAD2,USLMET0023,Siele Wondiyfraw,DGETACHEW,Consultant service for IR assessment as per the attached TOR.,1,,ETB,8715628,CARE Consultancy PLC,Ref. no. CC/F10/049/19,5717,7936,07/11/2019,89980,21568789,828865.32,1. Invitation to bid sent for advertisement 7/6/19/ and bid closed and will be opened on 3/7/19/ 2. Technical document sent for review 5/7/19/Bid opened and technical document sent for review./ 3. Technical document received and financial opened on 17/7/19/ Financial document sent for 15% budget realism evaluation/ 4. 15% Budget realism result received 7/8/19/ 5. budget negotiation with high scoring vendor held on 12/8/19 and revised financial proposal received and SBA submitted for signing on 14/8/19/6. Draft contract sent for review 20/9/19/ 7. SBA Under signing and draft contract under review /80 Contract signed by vendor and document submitted to CD for signing 9/10/19/ 8. /Contract signed both sides and under receiving service 11/10/19/ 9. Inception report received and waiting GRN for the 30% of year 3 intermediate assessment,Completed,Procurement
0000006186 replacement PR for 0000005969,10/05/2019,,10/05/2019,5744,20/09/2019,US1T0,GRAD2,USLMET0023,Siele Wondiyfraw,DGETACHEW,Consultant service for women's empowerment study as per the attached TOR.,1,,ETB,2615938.97,F AND S BD SERVICE PLC,Ref:FS/AA/2019/F/068,5756,7972,28/11/2019,90615,4740844,1285222.19,"1. Advertisement sent to reporter and advertised/2. interested firms are requesting and receiving ToR and Bid closed on 31/7/19 and opened on 1/8/19/ 3. Technical document sent for review 2/8/19/ 4. Technical result received on 15/8/19/ 5. financial proposal opened and under committee review 20/8/19/6. financial document sent for review 22/8/19/ 7. Final revised financial proposal received and accepted by the unit, Draft contract under review and SBA is under signing 19/9/19, Contract signed and under receiving service./Waiting GRN 21/11/19/ GRN received and document will be forwarded to finance on 27/11/19 for 50% payment",Completed,Procurement
0038/USA01/2019,25/06/2019,Offline,25/06/2019,0034/USA01/19,25/06/2019,USA01,Admin,UNRTUS0333,Hilawit Worku,DGETACHEW,"Venue for Social Norms event to be held on September 05, 2019 for 120 participation.",1,,ETB,132549,HILTON ADDIS ABABA,Reciept No. 327876,offline,7976,0000-00-00,,,0,"1. Venue reserved/ 2. Document forwarded to finance on 25/6/19 for advance payment/postponed for November 7, 2019/Service received and sent for GRN for settlement./Settled",Ongoing,Finance
6008,03/07/2019,,03/07/2019,5561,04/07/2019,US1UH,DFSA,WVIXET0006,Mekdes Leykun,DGETACHEW,Commodity Transportation to WH.,1,,ETB,36280,BIRHAN CROSS BORDER LEVEL-2 FREIGHT TRAN,,,,0000-00-00,,,0,1. PO approved and signed/Under receiving service/Waiting for payment request/2. Payment request received/3. confirmation received from commodity unit and waiting for PO approval/ 4. Document forwarded to finance 28/8/19,Completed,Finance
6009,04/07/2019,,04/07/2019,5562,04/07/2019,AT603,WASH,CAUTET0027,Abigel Abrham,DGETACHEW,1. Long base (3 doors) rental vehicle for East Belesa site from July 6 - 15/ 2019 2. Hard top (5 doors) rental vehicle request for West Belesa site from July 6 - 15/ 2019,6,,ETB,48300,GETACHEW MOLLA CAR RENTAL SERVICE,,,,0000-00-00,,,0,PO issued and vehicles inspected and /ready for use 5/7/19/ 2. Waiting for payment request/Payment request received 18/7/19/ 3. Waiting GRN 24/7/19/ 4. Document forwarded to finance,Completed,Finance
5088,24/05/2018,1341,24/05/2018,4945,28/09/2018,US000,UNR,SUSPET0004,Hirut Merga,NSOLOMON,Providing technical support for CARE Ethiopia?s plan for Transition to IPSAS as required by AABE,1,EA,ETB,478975,GRANT THORNTON ADVISORY PLC,FS NO 00000193,5682,7891,18/10/2019,89211,,0,"Invitation to bid announced for 27.5.2018/ Bid closed on 11.6.2018/ waiting for the procurement committee to open the technical proposals/ Technical proposals opened on 19.6.2018 and document send to finance for technical evaluation result/ still waiting for technical result/ Technical Result received on 25.7.2018/ and financial proposal opened same day/ SBA send to requester unit (Samuel) for reviewing same day/ requester unit return the document with acomment of requesting list of financial breakdown of least bidder on 27.7.2018/ the requested financial breakdown document received and send to requester units on 31.7.2018/waiting for their confirmation/ Requester come up with decreasing the activities required and request the vendor to revise their price offer/ revised offer received and opened on 31.8.2018/ SBA prepared and submit to requester units for verification but requester unit (Samuel) is orally suggesting on 7.9.2018 to negotiate the least bidder which is Grant Thoronton to revise the offer/ as per the requester unit time frame recommendation, the vendor appointed to come and negotiate for Monday (17.9.2018)/ revised quote received and under review/ clarification requested/ clarification email received from the vendor on 24.9.2018/ PO placed on 28.9.2018 and contract prepared/ contract send to requester unit for reviewing on 2.10.2018/ the vendor responded that their manager is out of town and they scheduled to review the contract and come up with their comments on Monday (8.10.2018)/ vendor's representative comes on 9.10.2018 and sign the contract and purchase order/ under service receiving/ 1st interim payment request (15% Advance) received on 17.10.2018/document communicated to finance for 1st Interim payment on 19.10.2018/ the vendor requested 2nd Interim payment (25% of the total amount) on 16.4.2019/ requester unit confirmed on 17.4.2019 to proceed with the payment/ document send for GRN on 18.4.2019/ GRN issued and received on 22.4.2019/ document communicated to finance on 23.4.2019/ final payment request received on 8.10.2019/ confirmation from requester unit received on 9.10.2019/ Invoice received on 14.10.2019 and document send for GRN same day/ GRN issued and received on 17.10.2019/ document communicated to finance on 18.10.2019",Ongoing,Finance
5883,16/07/2019,,16/07/2019,'0000005559,28/06/2019,AT620,Emergency,CAUTET0032,Hirut Merga,NSOLOMON,"Goljano kebele Solar pump supply, transport and installation.",1,EA,ETB,1729273.4,DAVIS & SHIRTLIFF TRADING ETHIOPIA PLC,FS NO 00002964,5589,7802,0000-00-00,,,0,"To be processed/ office was closed for holidays/ RFQ prepared on 2.5.2019/ waiting for approval/ under proforma collection since 7.5.2019/ proforma collected and opened on 15.5.2019/ Technical proposal send to requester unit for evaluation on 16.5.2019/ based on Donor regulation, the request suppose to be handled by public tender so invitation to Bid to be floated on Reporter news paper on 19.5.2019/Bid closing date is on 27.5.2019/ waiting for PC to open the bid since 27.5.2019/ Technical proposals opened on 31.5.2019/ document forward to requester unit for technical evaluation on 3.6.2019/waiting for technical evaluation result /Technical evaluation received on 17.6.2019/under financial proposals opening on 21.6.2019 by PC/ SBA prepared but there is a total connection disruption from 24.6.2019 up to 26.6.2019 in order to emailed it to requester unit for confirmation/ Confirmation received on 28.6.2019/ PO placed on 28.6.2019/waiting for PO approval/ PO approved on 2.7.2019/ PO dispatched to vendor and waiting for delivery and installation since 2.7.2019/ vendor deliver the solar pump to Golijano site but unable to install it so they deliver the item in East Haraghe F.O on 14.7.2019/ Davis request payment for item delivery only on 16.7.2019 and same day requester unit informed to give us their confirmation/ waiting for confirmation/ confirmation received from 26.7.2019/ under discussion to receive waybill from E.H FO to settle the payment of delivery/ waybill received on 7.8.2019/under GRN process/GRN issued and received on 14.8.2019/ Minutes prepared on 23.8.2019 regarding on the change of Solar Pump before process of payment for item delivery/Minutes signed on 26.8.2019/ document communicated to finance for the item delivery only (ETB 1,481,333.40) on 26.8.2019/payment request for installation of solar pump (ETB 247,940.00) received on 29.8.2019/Confirmation from requester unit received on 3.9.2019 and document send for GRN same day/GRN issued and received on 9.9.2019/ Document communicated to finance on 10.9.2019",Ongoing,Procurement
